file_path,mat_path,split,class_name,label_name,label_id,label,sample_id,source_sample_id,source_file,mat_key,original_shape,start,end,spatial_reduce,file_sha256
test/01_background/220112_cxm_background_03_single_data_42.mat,test/01_background/220112_cxm_background_03_single_data_42.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_03_single_data_42,test/01_background/220112_cxm_background_03_single_data_42,test/01_background/220112_cxm_background_03_single_data_42.mat,data,"[10000, 12]",0,10000,rms,b225b35f7f2b959629432c28fb7343c80bb10e3f635501411a4f5b814997863c
test/01_background/220112_cxm_background_03_single_data_46.mat,test/01_background/220112_cxm_background_03_single_data_46.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_03_single_data_46,test/01_background/220112_cxm_background_03_single_data_46,test/01_background/220112_cxm_background_03_single_data_46.mat,data,"[10000, 12]",0,10000,rms,46f299a86851d429b7f7dee43c99a7da82c7b44901d49c97b62e827f9a815629
test/01_background/220112_cxm_background_03_single_data_5.mat,test/01_background/220112_cxm_background_03_single_data_5.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_03_single_data_5,test/01_background/220112_cxm_background_03_single_data_5,test/01_background/220112_cxm_background_03_single_data_5.mat,data,"[10000, 12]",0,10000,rms,79aa63dfb8393aec6e4f80c956d4cae2e886856128e0071865c2a106ea0c72f6
test/01_background/220112_cxm_background_04_single_data_14.mat,test/01_background/220112_cxm_background_04_single_data_14.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_04_single_data_14,test/01_background/220112_cxm_background_04_single_data_14,test/01_background/220112_cxm_background_04_single_data_14.mat,data,"[10000, 12]",0,10000,rms,7bc1630ccc614d1958a5ceb9cccd544c830f5b8757e8adb63d1027147d87861a
test/01_background/220112_cxm_background_04_single_data_20.mat,test/01_background/220112_cxm_background_04_single_data_20.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_04_single_data_20,test/01_background/220112_cxm_background_04_single_data_20,test/01_background/220112_cxm_background_04_single_data_20.mat,data,"[10000, 12]",0,10000,rms,6b1b1be989ca8dfd962fa4c1ebf0d0ca9f8e17d7f2fe81223939aea2c1a5d972
test/01_background/220112_cxm_background_04_single_data_26.mat,test/01_background/220112_cxm_background_04_single_data_26.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_04_single_data_26,test/01_background/220112_cxm_background_04_single_data_26,test/01_background/220112_cxm_background_04_single_data_26.mat,data,"[10000, 12]",0,10000,rms,5c7ecb3d4da7d6ae73b2e74c0c7ca096f8e6443e61a0f15c6f33f9af24fec49d
test/01_background/220112_cxm_background_04_single_data_28.mat,test/01_background/220112_cxm_background_04_single_data_28.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_04_single_data_28,test/01_background/220112_cxm_background_04_single_data_28,test/01_background/220112_cxm_background_04_single_data_28.mat,data,"[10000, 12]",0,10000,rms,a9b2142d514e6e0aee7ef569149f839c7d1782dd6ee161e3ba782de29d8fae4e
test/01_background/220112_cxm_background_04_single_data_31.mat,test/01_background/220112_cxm_background_04_single_data_31.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_04_single_data_31,test/01_background/220112_cxm_background_04_single_data_31,test/01_background/220112_cxm_background_04_single_data_31.mat,data,"[10000, 12]",0,10000,rms,87a1c7370592b244c743bf73935515516442dfe1f134d246fbfeab9c0d873f9c
test/01_background/220112_cxm_background_04_single_data_43.mat,test/01_background/220112_cxm_background_04_single_data_43.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_04_single_data_43,test/01_background/220112_cxm_background_04_single_data_43,test/01_background/220112_cxm_background_04_single_data_43.mat,data,"[10000, 12]",0,10000,rms,95bb46d3fc3c4d7298f0518cf1d3d6ca3c346da45b79b6f80ee317cf3ed000ab
test/01_background/220112_cxm_background_06_single_data_1.mat,test/01_background/220112_cxm_background_06_single_data_1.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_1,test/01_background/220112_cxm_background_06_single_data_1,test/01_background/220112_cxm_background_06_single_data_1.mat,data,"[10000, 12]",0,10000,rms,0db6bade6fb73bea5d29822630276672a93cfe31e63a3d23cf96a80e880c5f5b
test/01_background/220112_cxm_background_06_single_data_12.mat,test/01_background/220112_cxm_background_06_single_data_12.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_12,test/01_background/220112_cxm_background_06_single_data_12,test/01_background/220112_cxm_background_06_single_data_12.mat,data,"[10000, 12]",0,10000,rms,999174f4d27bdb148d7268d6c888d94b3c8a82f0f83a9ee82b0a585da95eb97f
test/01_background/220112_cxm_background_06_single_data_14.mat,test/01_background/220112_cxm_background_06_single_data_14.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_14,test/01_background/220112_cxm_background_06_single_data_14,test/01_background/220112_cxm_background_06_single_data_14.mat,data,"[10000, 12]",0,10000,rms,4f380414cd152065997a97f79bb1a66a878772baef61c42914dfa1d96839036e
test/01_background/220112_cxm_background_06_single_data_15.mat,test/01_background/220112_cxm_background_06_single_data_15.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_15,test/01_background/220112_cxm_background_06_single_data_15,test/01_background/220112_cxm_background_06_single_data_15.mat,data,"[10000, 12]",0,10000,rms,e1667cf76d6128d0bdf7203c8d6ac4bb9bf01a79baea0aa567469db4dba8eda1
test/01_background/220112_cxm_background_06_single_data_18.mat,test/01_background/220112_cxm_background_06_single_data_18.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_18,test/01_background/220112_cxm_background_06_single_data_18,test/01_background/220112_cxm_background_06_single_data_18.mat,data,"[10000, 12]",0,10000,rms,05947c53ef0340009482e6608282e89d7d72775f5bfa496a828a210ed07b0a71
test/01_background/220112_cxm_background_06_single_data_23.mat,test/01_background/220112_cxm_background_06_single_data_23.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_23,test/01_background/220112_cxm_background_06_single_data_23,test/01_background/220112_cxm_background_06_single_data_23.mat,data,"[10000, 12]",0,10000,rms,bf0252d4070d8ccf3be441cfe82819d0a378afd26e20441e8105d2e0174846d5
test/01_background/220112_cxm_background_06_single_data_24.mat,test/01_background/220112_cxm_background_06_single_data_24.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_24,test/01_background/220112_cxm_background_06_single_data_24,test/01_background/220112_cxm_background_06_single_data_24.mat,data,"[10000, 12]",0,10000,rms,2c30f417012ecd590a684b55a75c06fac678839b88b3c34bb79e7badf486747e
test/01_background/220112_cxm_background_06_single_data_26.mat,test/01_background/220112_cxm_background_06_single_data_26.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_26,test/01_background/220112_cxm_background_06_single_data_26,test/01_background/220112_cxm_background_06_single_data_26.mat,data,"[10000, 12]",0,10000,rms,4bd84427c25519a30761ca1279df1436a541354ae8cb285bbaef378ad6851481
test/01_background/220112_cxm_background_06_single_data_27.mat,test/01_background/220112_cxm_background_06_single_data_27.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_27,test/01_background/220112_cxm_background_06_single_data_27,test/01_background/220112_cxm_background_06_single_data_27.mat,data,"[10000, 12]",0,10000,rms,59df40ada248c76c3329aa19596492bb325692252e214744e7885abcebec2bc9
test/01_background/220112_cxm_background_06_single_data_42.mat,test/01_background/220112_cxm_background_06_single_data_42.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_42,test/01_background/220112_cxm_background_06_single_data_42,test/01_background/220112_cxm_background_06_single_data_42.mat,data,"[10000, 12]",0,10000,rms,88f118d19f7bc5845ed25354ee4157590d9dda44e1b9e9e2859a3d264a6243ff
test/01_background/220112_cxm_background_06_single_data_50.mat,test/01_background/220112_cxm_background_06_single_data_50.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_50,test/01_background/220112_cxm_background_06_single_data_50,test/01_background/220112_cxm_background_06_single_data_50.mat,data,"[10000, 12]",0,10000,rms,e0da9b6ed4fbe05484ea410b2405c62a123949a609fa319888f4ee1f3709b0a0
test/01_background/220112_cxm_background_06_single_data_57.mat,test/01_background/220112_cxm_background_06_single_data_57.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_57,test/01_background/220112_cxm_background_06_single_data_57,test/01_background/220112_cxm_background_06_single_data_57.mat,data,"[10000, 12]",0,10000,rms,742adaf944b9ee6d2558b3a7ce149eff6b9434eb0b08ceeb2e4575892e2d08ca
test/01_background/220112_cxm_background_06_single_data_62.mat,test/01_background/220112_cxm_background_06_single_data_62.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_06_single_data_62,test/01_background/220112_cxm_background_06_single_data_62,test/01_background/220112_cxm_background_06_single_data_62.mat,data,"[10000, 12]",0,10000,rms,9981fa10d75012d17c4308631ef13d0a9314259c1cf7effc0a61f27835504826
test/01_background/220112_cxm_background_07_single_data_16.mat,test/01_background/220112_cxm_background_07_single_data_16.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_16,test/01_background/220112_cxm_background_07_single_data_16,test/01_background/220112_cxm_background_07_single_data_16.mat,data,"[10000, 12]",0,10000,rms,64d30785e943fd781cb7ed9290c6af03382f4e6146cea9e223f407f94ca2733e
test/01_background/220112_cxm_background_07_single_data_18.mat,test/01_background/220112_cxm_background_07_single_data_18.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_18,test/01_background/220112_cxm_background_07_single_data_18,test/01_background/220112_cxm_background_07_single_data_18.mat,data,"[10000, 12]",0,10000,rms,da7088408eac37f8a95c660872eca0d26a33cea98c22e358d23f16a288a46656
test/01_background/220112_cxm_background_07_single_data_25.mat,test/01_background/220112_cxm_background_07_single_data_25.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_25,test/01_background/220112_cxm_background_07_single_data_25,test/01_background/220112_cxm_background_07_single_data_25.mat,data,"[10000, 12]",0,10000,rms,a0b388d5417f824492a99ee9e9efc8ae9138ffa03e2c589dab9853d04a70883a
test/01_background/220112_cxm_background_07_single_data_37.mat,test/01_background/220112_cxm_background_07_single_data_37.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_37,test/01_background/220112_cxm_background_07_single_data_37,test/01_background/220112_cxm_background_07_single_data_37.mat,data,"[10000, 12]",0,10000,rms,164f49c8357db59fafd15615791496dcfcc5945375a20a6ea306c0f8b67bf73e
test/01_background/220112_cxm_background_07_single_data_40.mat,test/01_background/220112_cxm_background_07_single_data_40.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_40,test/01_background/220112_cxm_background_07_single_data_40,test/01_background/220112_cxm_background_07_single_data_40.mat,data,"[10000, 12]",0,10000,rms,c761ded8780b105e8595541f6cb3354282f2934147352d3e1c67f4e64fe245ac
test/01_background/220112_cxm_background_07_single_data_44.mat,test/01_background/220112_cxm_background_07_single_data_44.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_44,test/01_background/220112_cxm_background_07_single_data_44,test/01_background/220112_cxm_background_07_single_data_44.mat,data,"[10000, 12]",0,10000,rms,2525b760139e0b72bd42449f3eecc8e465e1f8e5ee51b8741f71ba83956d3ac8
test/01_background/220112_cxm_background_07_single_data_51.mat,test/01_background/220112_cxm_background_07_single_data_51.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_51,test/01_background/220112_cxm_background_07_single_data_51,test/01_background/220112_cxm_background_07_single_data_51.mat,data,"[10000, 12]",0,10000,rms,84be25da69db80e85dfb516d141ab1c2563936f5682846be6b223547a659870c
test/01_background/220112_cxm_background_07_single_data_53.mat,test/01_background/220112_cxm_background_07_single_data_53.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_07_single_data_53,test/01_background/220112_cxm_background_07_single_data_53,test/01_background/220112_cxm_background_07_single_data_53.mat,data,"[10000, 12]",0,10000,rms,434a3aa1656f16c531cc1914f74261430c6036444e5e5ea3a386357b358d567b
test/01_background/220112_cxm_background_08_single_data_1.mat,test/01_background/220112_cxm_background_08_single_data_1.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_1,test/01_background/220112_cxm_background_08_single_data_1,test/01_background/220112_cxm_background_08_single_data_1.mat,data,"[10000, 12]",0,10000,rms,58e5a20abd60503555c3024b2298bc61e61e2cbc2aa454bfb92a3c7996079ecf
test/01_background/220112_cxm_background_08_single_data_10.mat,test/01_background/220112_cxm_background_08_single_data_10.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_10,test/01_background/220112_cxm_background_08_single_data_10,test/01_background/220112_cxm_background_08_single_data_10.mat,data,"[10000, 12]",0,10000,rms,19d4f5dec2da5b7fae2221a003e158aed210173c88f6dc0b2d482191980af078
test/01_background/220112_cxm_background_08_single_data_22.mat,test/01_background/220112_cxm_background_08_single_data_22.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_22,test/01_background/220112_cxm_background_08_single_data_22,test/01_background/220112_cxm_background_08_single_data_22.mat,data,"[10000, 12]",0,10000,rms,e7d8bb37fbca3caa5fea4e2eed2bc1d2fa4a1ac613f68501f7c99fe6afe19c3d
test/01_background/220112_cxm_background_08_single_data_23.mat,test/01_background/220112_cxm_background_08_single_data_23.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_23,test/01_background/220112_cxm_background_08_single_data_23,test/01_background/220112_cxm_background_08_single_data_23.mat,data,"[10000, 12]",0,10000,rms,6c6533a6c06e91bbfb00dbefb85c4928cf6b8c5bb4de08d2afe44d11486c20a7
test/01_background/220112_cxm_background_08_single_data_25.mat,test/01_background/220112_cxm_background_08_single_data_25.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_25,test/01_background/220112_cxm_background_08_single_data_25,test/01_background/220112_cxm_background_08_single_data_25.mat,data,"[10000, 12]",0,10000,rms,43e3f9911cbedbbeacf8774ae3d4b19eda9c91eca4d9c796ffd5b8816aa48497
test/01_background/220112_cxm_background_08_single_data_30.mat,test/01_background/220112_cxm_background_08_single_data_30.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_30,test/01_background/220112_cxm_background_08_single_data_30,test/01_background/220112_cxm_background_08_single_data_30.mat,data,"[10000, 12]",0,10000,rms,c270c21e7dde103958d667d561c61d3d27a0b4087f19b14c84acd7b49dd40245
test/01_background/220112_cxm_background_08_single_data_32.mat,test/01_background/220112_cxm_background_08_single_data_32.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_32,test/01_background/220112_cxm_background_08_single_data_32,test/01_background/220112_cxm_background_08_single_data_32.mat,data,"[10000, 12]",0,10000,rms,f96634348eb50a31eae296f1022e568639558d814c93f9d463bc64911157cfcf
test/01_background/220112_cxm_background_08_single_data_33.mat,test/01_background/220112_cxm_background_08_single_data_33.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_33,test/01_background/220112_cxm_background_08_single_data_33,test/01_background/220112_cxm_background_08_single_data_33.mat,data,"[10000, 12]",0,10000,rms,c555df9699588fbb8a13c0f26c3c8d0868f7d5b6c6863a625ee0e9a1ab7e147d
test/01_background/220112_cxm_background_08_single_data_52.mat,test/01_background/220112_cxm_background_08_single_data_52.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_52,test/01_background/220112_cxm_background_08_single_data_52,test/01_background/220112_cxm_background_08_single_data_52.mat,data,"[10000, 12]",0,10000,rms,6ae2bcc911f28e36e875c532663cd81231c1773b98e32baefc2fe5f16cf0fe29
test/01_background/220112_cxm_background_08_single_data_54.mat,test/01_background/220112_cxm_background_08_single_data_54.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_54,test/01_background/220112_cxm_background_08_single_data_54,test/01_background/220112_cxm_background_08_single_data_54.mat,data,"[10000, 12]",0,10000,rms,0c8b47b25061455dbc3fcde31664bd9418f01c11b9809a6b2040fc1d3111855c
test/01_background/220112_cxm_background_08_single_data_58.mat,test/01_background/220112_cxm_background_08_single_data_58.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_58,test/01_background/220112_cxm_background_08_single_data_58,test/01_background/220112_cxm_background_08_single_data_58.mat,data,"[10000, 12]",0,10000,rms,48b2c9b779910fecd00d221739baaed09707c209ab80f4a3d35f3065c7aa3204
test/01_background/220112_cxm_background_08_single_data_62.mat,test/01_background/220112_cxm_background_08_single_data_62.mat,test,01_background,01_background,0,0,test/01_background/220112_cxm_background_08_single_data_62,test/01_background/220112_cxm_background_08_single_data_62,test/01_background/220112_cxm_background_08_single_data_62.mat,data,"[10000, 12]",0,10000,rms,f476c1fc606b84f9f95a7b02b5e861fc9dd0806a7e1c7170e3be6c8c85853e33
