mat_path,label,label_name,start,end,split
train:30:4327be7ba860c2baee1f0d30f2533d13,0,noise_background,0,2500,train
train:31:5ca21ed17c7a2e118ea01b88d780c985,0,noise_background,0,2500,train
train:32:3c9823d7dbb9f9428f4cc6556d633000,0,noise_background,0,2500,train
train:33:13b4c361d278cb47cdb93d3b0dd90c2c,0,noise_background,0,2500,train
train:34:f9075a11296f2c25cea940522f65f0fa,1,hammer_illegal_tapping,0,2500,train
train:35:3a62b67fbb325ac216faba791e1d7beb,0,noise_background,0,2500,train
train:36:79097401570a301d15afa6e5af87addf,0,noise_background,0,2500,train
train:37:97a94dc1e26558bc7a42dded7dce6f64,0,noise_background,0,2500,train
train:38:417f927dd6f3dc5f4c30a28e1c6f507d,0,noise_background,0,2500,train
train:39:e3478179d3384007ea59051c754a395c,1,hammer_illegal_tapping,0,2500,train
train:40:0674d9cc0142723239acfa06750d3f8e,2,vehicle_passage,0,2500,train
train:41:7630a5200c864fb3ac4777cdd0d0f16a,1,hammer_illegal_tapping,0,2500,train
train:42:2b753348dd41e0e1d5cfa8ccdae17cf0,2,vehicle_passage,0,2500,train
train:43:ee6661ebdeef9678a94cbba76936bc14,1,hammer_illegal_tapping,0,2500,train
train:44:0f03bb1dcf6c6e2e80520f434672b1d2,0,noise_background,0,2500,train
train:45:9fc93a7f0c0da46729cd27c1190317ae,1,hammer_illegal_tapping,0,2500,train
train:46:e7958b7a384756d1c3bb97d2f1712b07,1,hammer_illegal_tapping,0,2500,train
train:47:e7bc609222e485db62a41ea0890ec65a,1,hammer_illegal_tapping,0,2500,train
train:48:e6e49ff1fa21fd2a6a65fe2458de61e3,0,noise_background,0,2500,train
train:49:763f3686060caee18f207a1b19429d2f,0,noise_background,0,2500,train
train:50:62cdf3d90d15e033f09e3963675aa3a3,0,noise_background,0,2500,train
train:51:f4f5dc3b6e28e65bd9c0d946e062bcfb,0,noise_background,0,2500,train
train:52:ba5679e34495d135249ebaafc4ce41bb,0,noise_background,0,2500,train
train:53:f25ec1fdb676ff6d0bee9b5f304d2700,1,hammer_illegal_tapping,0,2500,train
train:54:62c2367d39d361668a6dafb7fa4d71ae,0,noise_background,0,2500,train
train:55:6988ee5c3c396694f2a7c1d95cec0061,0,noise_background,0,2500,train
train:56:38725b22958d3913ab226fad3e0667bf,1,hammer_illegal_tapping,0,2500,train
train:57:a07489622828b45c32f16485e0e2dd09,0,noise_background,0,2500,train
train:58:33b29686e1589eee9299650a16b21f3b,0,noise_background,0,2500,train
train:59:dc10f8a72590b75713f48aa1e330f7fc,1,hammer_illegal_tapping,0,2500,train
train:60:65b983158b23b2cf22a954cb1b884e9c,1,hammer_illegal_tapping,0,2500,train
train:61:4a37ef35111436947072e7745c8c8211,1,hammer_illegal_tapping,0,2500,train
train:62:8446e84a61e97aaf4aa5fec344a5931b,0,noise_background,0,2500,train
train:63:7e046c6ef9b38fefa4a67e92902a4b11,0,noise_background,0,2500,train
train:64:ff6d1c07e42b82ed807f8b11ebc7802b,0,noise_background,0,2500,train
train:65:7dfd1da8eb431fa4d8cc21b3c5c6fc43,2,vehicle_passage,0,2500,train
train:66:16debb2ab3812d26abd72fe233897a39,1,hammer_illegal_tapping,0,2500,train
train:67:23e3c26ad7eea2a9e02eda80e364aa7d,1,hammer_illegal_tapping,0,2500,train
train:68:7700ec3fdbbb73c3f747c493427e04fb,0,noise_background,0,2500,train
train:69:815e37a92678dfc9c61dc08c802b0340,1,hammer_illegal_tapping,0,2500,train
train:70:3418b2f144f2055e7b9a7fc872d46862,0,noise_background,0,2500,train
train:71:5449fb35675c43f7975f343f38b8f97c,1,hammer_illegal_tapping,0,2500,train
train:72:b96706eff654a9bf5e45e83512aa5cc7,1,hammer_illegal_tapping,0,2500,train
train:73:45bd990bf158678470cc14bd81c1b89f,0,noise_background,0,2500,train
train:74:41f8767512c80cc5d27b22873237f841,1,hammer_illegal_tapping,0,2500,train
train:75:844274934feca2e49bd99b2a2dcf6eb0,0,noise_background,0,2500,train
train:76:c42ec4eaf6ceba07a59123961c1221f8,1,hammer_illegal_tapping,0,2500,train
train:77:af6d773bcecc3533346dbfe4b163241b,1,hammer_illegal_tapping,0,2500,train
train:78:44ec22b023a5aca8956b4689b734d3b1,1,hammer_illegal_tapping,0,2500,train
train:79:2f867a2fc7e22feadce5f9c8f46a1941,0,noise_background,0,2500,train
train:80:2702e07a66e45e13c079d5fc222d5cc0,1,hammer_illegal_tapping,0,2500,train
train:81:5887b36a5b48fa41dfa34cd27a73b567,1,hammer_illegal_tapping,0,2500,train
train:82:ff5905cda2a0d23001c2d482eae9901f,0,noise_background,0,2500,train
train:83:b18bc19fc41977046889721242659084,0,noise_background,0,2500,train
train:84:9ea31cbba2ee48e1d47bb35d964df118,1,hammer_illegal_tapping,0,2500,train
train:85:78856af5ae49dd8a0bad5fdbf13a9c9a,1,hammer_illegal_tapping,0,2500,train
train:86:bdf76b62815d0d85861a0110dbe6e2a6,1,hammer_illegal_tapping,0,2500,train
train:87:25bef7dc694aec6b5e47523347b0bcb4,1,hammer_illegal_tapping,0,2500,train
train:88:ffdbf67e5743a37c72345754c99d04da,0,noise_background,0,2500,train
train:89:378912de3958548edea6a2f3b12368fe,1,hammer_illegal_tapping,0,2500,train
train:90:792f005c22a23f9e295088368a845cb0,0,noise_background,0,2500,train
train:91:307a0a2c7427d383dd7e38ffcbc867a2,1,hammer_illegal_tapping,0,2500,train
train:92:595a94002c70a8cffcded6e93e4f801d,1,hammer_illegal_tapping,0,2500,train
train:93:48a0761d1ae9caa3aefc028c1e337a48,1,hammer_illegal_tapping,0,2500,train
train:94:6a8a3da0882eb525abad2666bc80310d,0,noise_background,0,2500,train
train:95:fed030221678f6bc0bde60b3324d2b0b,1,hammer_illegal_tapping,0,2500,train
train:96:8bba201087c909aaa1b4b6bf4501880e,0,noise_background,0,2500,train
train:97:a0cd1c9ac08f280260026d2c8f422f6f,1,hammer_illegal_tapping,0,2500,train
train:98:86628935f5853a0b947838ee457fcb82,1,hammer_illegal_tapping,0,2500,train
train:99:cf9ce5f73261dc0b35bafd8554784210,1,hammer_illegal_tapping,0,2500,train
train:100:5a4c15bc9323092fe5f2fe5ed5a7dc41,0,noise_background,0,2500,train
train:101:533154e13294221ef61cb48d99f80450,0,noise_background,0,2500,train
train:102:d8a64447adf7b61ec189a96011898e73,0,noise_background,0,2500,train
train:103:44b29a8337634556026954213c4013f6,1,hammer_illegal_tapping,0,2500,train
train:104:3c86e8aa98fa16470c6854f50cd18d30,1,hammer_illegal_tapping,0,2500,train
train:105:3d8acb196566cd25406386f5e1369218,0,noise_background,0,2500,train
train:106:7e22675505e53440767a8255784d2f84,0,noise_background,0,2500,train
train:107:5e0fccfac2f17f204fc7b2a2ffac9e69,1,hammer_illegal_tapping,0,2500,train
train:108:5308bbe98e2b0c95914ad7225aa58c3c,1,hammer_illegal_tapping,0,2500,train
train:109:82511bc6544161620821b06c74113214,0,noise_background,0,2500,train
train:110:101f609abb6e7a0c333821cfa85bdca6,0,noise_background,0,2500,train
train:111:2b44c37e4010d00eb8cc7f3194d2d303,1,hammer_illegal_tapping,0,2500,train
train:112:0fa501c7163906c0112dfe61ecd36761,0,noise_background,0,2500,train
train:113:49b017888f1af665296d98efc3ac267f,0,noise_background,0,2500,train
train:114:359516a0aec1026c3e6f972cd5fc07c0,1,hammer_illegal_tapping,0,2500,train
train:115:e700f291b3c46a38017adf1d597255d6,0,noise_background,0,2500,train
train:116:bdd4d19b099b796a630875e6d7cc8a01,0,noise_background,0,2500,train
train:117:a5f4d4269ed656e9abc9ea184da4e040,0,noise_background,0,2500,train
train:118:4eeb72d7b142b63f76ae12e549685b92,1,hammer_illegal_tapping,0,2500,train
train:119:cfe5c98c4e0a71982723415cca03951f,0,noise_background,0,2500,train
train:120:c622d382f88da6ab9526bd9afa37bc48,0,noise_background,0,2500,train
train:121:e86dd011e95b6280f5e4322fb808a19f,1,hammer_illegal_tapping,0,2500,train
train:122:917cf26d24ef47b974648de0072044ff,1,hammer_illegal_tapping,0,2500,train
train:123:e622f044c485aed755f7c442687558e7,1,hammer_illegal_tapping,0,2500,train
train:124:bf432dc29a5da29358b138c4a162de72,2,vehicle_passage,0,2500,train
train:125:bfece3873114187ffa80297123b6730e,0,noise_background,0,2500,train
train:126:0c8ac8f75a1821504d5387e6b60deff8,1,hammer_illegal_tapping,0,2500,train
train:127:541cc78ddc908e07458a02855a04784f,1,hammer_illegal_tapping,0,2500,train
train:128:415ae7ed63104157fa948d8217f05210,0,noise_background,0,2500,train
train:129:672079d1ea6bcf715e78cf96679b5f84,0,noise_background,0,2500,train
train:130:e16da3dd5b5ec805fa67fa72eaab78d2,1,hammer_illegal_tapping,0,2500,train
train:131:68caf204510ad0dd31e0ff76add502be,0,noise_background,0,2500,train
train:132:2a480f261a13c23027a3a0afb670fe53,1,hammer_illegal_tapping,0,2500,train
train:133:6ac5ddd1ecb8debd99e78a910beed2fd,0,noise_background,0,2500,train
train:134:8314d62c0eac3bfaf1878622a9fa8b59,0,noise_background,0,2500,train
train:135:2b7e92214b9d718c0550a9010fc0a81d,0,noise_background,0,2500,train
train:136:f8d7d3bc96546cf5e1b258d0c51bfabe,1,hammer_illegal_tapping,0,2500,train
train:137:6b983717007df26274c9a82c08aabf4a,0,noise_background,0,2500,train
train:138:d927641c4fbe0d1d0ba670353fe34630,0,noise_background,0,2500,train
train:139:ad9a4761b883123bb8706d384cfd7a26,0,noise_background,0,2500,train
train:140:9eb709d9b271fb0903a0957c38c80e72,0,noise_background,0,2500,train
train:141:ab30e9563cc8468cd4db14e9d0d2cc32,0,noise_background,0,2500,train
train:142:5f0ceba34b2e1bd2ddc85b6b24007bd5,1,hammer_illegal_tapping,0,2500,train
train:143:6251c3d9f78c727961620c5e0b0daa32,1,hammer_illegal_tapping,0,2500,train
train:144:745e842df784ccd6e460dd496a9acf77,0,noise_background,0,2500,train
train:145:6c477209f67e6b661577ab31db3c5667,1,hammer_illegal_tapping,0,2500,train
train:146:c343d41eb156cc8addf3da322e09a76e,0,noise_background,0,2500,train
train:147:5ffa36395082b8dde5b8bf86a904b6af,1,hammer_illegal_tapping,0,2500,train
train:148:fdd53fc7d97505696f03d7f75cc0a7e6,1,hammer_illegal_tapping,0,2500,train
train:149:49c222975658752a9d223784a23b3847,1,hammer_illegal_tapping,0,2500,train
train:150:25e7c100f3f8dd23b3ee4d747160f1f3,1,hammer_illegal_tapping,0,2500,train
train:151:82f33e68d794a81ad10676b2add13a82,0,noise_background,0,2500,train
train:152:c7eea88c71d32518f30a8276c2412920,0,noise_background,0,2500,train
train:153:1d639f0c06ba14d19aaed2ba8c7f1388,1,hammer_illegal_tapping,0,2500,train
train:154:7a9a86d367eb6f57b8a53ff073da066b,0,noise_background,0,2500,train
train:155:b0ef787fce9fc178a84db52aa38a542f,0,noise_background,0,2500,train
train:156:fb81e10d4d129a31a0319bce20fdb14e,1,hammer_illegal_tapping,0,2500,train
train:157:6910da53b8d29f015b48518a3a110431,1,hammer_illegal_tapping,0,2500,train
train:158:77d8fc71dcba4c58f5e9e6af57a9bf10,0,noise_background,0,2500,train
train:159:499fc0f3157f7555b704c3872a08ed20,1,hammer_illegal_tapping,0,2500,train
train:160:80d9fad99eee206ca1fd0edf6147bc29,0,noise_background,0,2500,train
train:161:874c904bb7b85623a6747c64983d5e3e,1,hammer_illegal_tapping,0,2500,train
train:162:7ee2e687d9971d7101b72836ed8e6d29,0,noise_background,0,2500,train
train:163:de362e1cc2124d8dd399378e528c0cef,1,hammer_illegal_tapping,0,2500,train
train:164:b7b4f2fd042e62787136cb6d4b4f891c,0,noise_background,0,2500,train
train:165:8f7cfbb180a3a5b567cd0db73917cf20,0,noise_background,0,2500,train
train:166:093298643de2ad1a389ad7ab33294c71,0,noise_background,0,2500,train
train:167:0c96da005c83479c79bac1db99a28d27,1,hammer_illegal_tapping,0,2500,train
train:168:c8a659580405d2e34b5a433bb76d6c5a,0,noise_background,0,2500,train
train:169:8fde616df364d077fd3390acd7bc6cba,0,noise_background,0,2500,train
train:170:b8ba3deed0c201370946c3da10a3d850,1,hammer_illegal_tapping,0,2500,train
train:171:503fef89e32be02e4c6f7c410a47a276,0,noise_background,0,2500,train
train:172:61541d51f4c5ee5d02c708b4bd730076,0,noise_background,0,2500,train
train:173:310b634e484ed06761e092a6d3a5d7ab,1,hammer_illegal_tapping,0,2500,train
train:174:bf4cc273fad9b6a2d9ab9415650cc556,0,noise_background,0,2500,train
train:175:61f3eec05cb0a0c3eb19b14c8534da56,0,noise_background,0,2500,train
train:176:4ae278998e80852a272ca50adecc11f6,1,hammer_illegal_tapping,0,2500,train
train:177:4460e0281f61f2c6a5db2571eaf25c04,0,noise_background,0,2500,train
train:178:79ce35883c9b9571843ce19c0900bdb4,1,hammer_illegal_tapping,0,2500,train
train:179:db4740e99c7ceaa3ac83c1ac1524650f,1,hammer_illegal_tapping,0,2500,train
train:180:eb5a9ac8aa12845c55b900b681ee686c,1,hammer_illegal_tapping,0,2500,train
train:181:271ce1573303bda729413aa62adba27a,1,hammer_illegal_tapping,0,2500,train
train:182:07ce96b8173f8500bd780201cc25f9f4,0,noise_background,0,2500,train
train:183:0f68c2e0275ded6455b74c838559f785,1,hammer_illegal_tapping,0,2500,train
train:184:34e705caa3d65b411768088325d1ae80,0,noise_background,0,2500,train
train:185:f2c2eb1b6d0176b9e638c54ec72417af,1,hammer_illegal_tapping,0,2500,train
train:186:2fd1145705ade8837ad1b1cb6ae806b5,1,hammer_illegal_tapping,0,2500,train
train:187:2fb6b8933bfeea25e994dfc3e99134f9,0,noise_background,0,2500,train
train:188:0ff5418c0d40524cecc13bc93b9bc247,1,hammer_illegal_tapping,0,2500,train
train:189:2da660d5987c134305754f72c810d209,0,noise_background,0,2500,train
train:190:8082615e6dba645c87cb391052e2c670,1,hammer_illegal_tapping,0,2500,train
train:191:967dd9ec5e46282b4cfa152ae87fb4ec,0,noise_background,0,2500,train
train:192:ed75e5ff4993caf2e61882b4fc0d0fab,1,hammer_illegal_tapping,0,2500,train
train:193:b244dc4c39301f0067a5d02737170874,1,hammer_illegal_tapping,0,2500,train
train:194:4a99dbfcb2175f946be427750c37cb64,2,vehicle_passage,0,2500,train
train:195:b28a285d0e3a707335a97e3f6de853b1,1,hammer_illegal_tapping,0,2500,train
train:196:ae5c5bd8c76d6de6b390a83923be1574,1,hammer_illegal_tapping,0,2500,train
train:197:05e94ca8f253a18a5c075de9607cba2a,1,hammer_illegal_tapping,0,2500,train
train:198:cfd6149cbd4402770586c4ee8b10b79c,0,noise_background,0,2500,train
train:199:da21612db7eabf71905e21bfb6ec3e60,1,hammer_illegal_tapping,0,2500,train
train:200:ce3c255220d3c203e227a027390d159f,0,noise_background,0,2500,train
train:201:54bab0d23890bb89b2a1162643662f21,0,noise_background,0,2500,train
train:202:42dfdef62afb84d721220a3cbad312cd,0,noise_background,0,2500,train
train:203:7ebdf7ff0870f446c02a61e73b06ea18,1,hammer_illegal_tapping,0,2500,train
train:204:f7c5f4ef2904845e149fb1c87c500ef0,1,hammer_illegal_tapping,0,2500,train
train:205:dc8f7a240d37433cf05d814923ec247f,1,hammer_illegal_tapping,0,2500,train
train:206:5311722a80ace0314f4c7aa960a5a42b,0,noise_background,0,2500,train
train:207:1b3016ba5fad9167e057704fac8e4c3f,1,hammer_illegal_tapping,0,2500,train
train:208:cf922cd6c15b37dfb0b16546d0d8c91a,1,hammer_illegal_tapping,0,2500,train
train:209:e7a8d9bd936de4c85fc91dc30798fa0c,1,hammer_illegal_tapping,0,2500,train
train:210:408560aa2b83c621e5a4269021d8cedb,0,noise_background,0,2500,train
train:211:f08a28b87703a179435bf78c0257f50e,0,noise_background,0,2500,train
train:212:3a688201d83ebb0a52a6613a04a1c863,1,hammer_illegal_tapping,0,2500,train
train:213:00d17c6de1459ebc26bd7a22437667f2,1,hammer_illegal_tapping,0,2500,train
train:214:870b373de86e5af04a2677d8b2207d24,1,hammer_illegal_tapping,0,2500,train
train:215:d45b8240f93aa7f50d4b63b4619dc57b,1,hammer_illegal_tapping,0,2500,train
train:216:8d3fcfe66b2a23da2e8fc929cc18afb4,0,noise_background,0,2500,train
train:217:6ffe184693fa86f271675dd7fc70c6c8,2,vehicle_passage,0,2500,train
train:218:8bc9e19bd76ff207f5c48447c4b1583d,0,noise_background,0,2500,train
train:219:c6e057aad029f8ab1650e42348b46cb3,0,noise_background,0,2500,train
train:220:2dd462789840bae2e20876b92c173da6,0,noise_background,0,2500,train
train:221:aca79001b21ed074f64f8f2cc04faf68,0,noise_background,0,2500,train
train:222:404466a8addf961da8d7e65740fbe866,1,hammer_illegal_tapping,0,2500,train
train:223:4363cd0dc0a67fd758f11617445e9f35,0,noise_background,0,2500,train
train:224:40d5eefab90bbaf0593d78e69c018136,0,noise_background,0,2500,train
train:225:5991f2aeca30a22c20aeeac2c597d09f,0,noise_background,0,2500,train
train:226:f0e27a1a3aa0d94cfb61ebe1891d212b,1,hammer_illegal_tapping,0,2500,train
train:227:8aae392c4e2c490966f1e7509f21bff8,2,vehicle_passage,0,2500,train
train:228:465cda8f8ab628a561dd12a7cdce195c,0,noise_background,0,2500,train
train:229:a14464af1cdfd6cfbf05502d076865e2,1,hammer_illegal_tapping,0,2500,train
train:230:bf646b6283e66f53ecc13dae0dbc57dc,0,noise_background,0,2500,train
train:231:1cbb223cce487e8ba934547aa3fcf817,1,hammer_illegal_tapping,0,2500,train
train:232:a1ca2b1033a200564f61e1cc18ae7062,0,noise_background,0,2500,train
train:233:9d779d44f797c59fc88d39ad2a538ea5,1,hammer_illegal_tapping,0,2500,train
train:234:92b19e085091f457397ac1eca87e46f7,0,noise_background,0,2500,train
train:235:705df83b509c64ff429b6197808d57e1,1,hammer_illegal_tapping,0,2500,train
train:236:e39094ebc605b79a4e4374ce7b9e086b,1,hammer_illegal_tapping,0,2500,train
train:237:1c79798949d943f794ce65f838c4f124,0,noise_background,0,2500,train
train:238:ad496551d95d11a3a73687d450baaf3d,1,hammer_illegal_tapping,0,2500,train
train:239:87f5592fe05428854f0a56bea0a92d59,1,hammer_illegal_tapping,0,2500,train
train:240:f38c9272c15afa25f869b041f13edf7e,1,hammer_illegal_tapping,0,2500,train
train:241:6b1e9c072d1e629912ffce5b2e9c5827,0,noise_background,0,2500,train
train:242:5b88a9b1aec76bbfd9a8bdff334beefc,0,noise_background,0,2500,train
train:243:9390ddd4f04f88e52eba782a75b8d4f0,1,hammer_illegal_tapping,0,2500,train
train:244:0bbed04faf258d023c69d7efea128506,0,noise_background,0,2500,train
train:245:4083bd0e67610cdba559bb798e64c38e,0,noise_background,0,2500,train
train:246:d62b71b671d288ff2c4f8f661dabf354,1,hammer_illegal_tapping,0,2500,train
train:247:b79628a6bf7eff0cbabb9451a0b62339,0,noise_background,0,2500,train
train:248:1d5bdae7d6a10fc13621c957ccc0be36,1,hammer_illegal_tapping,0,2500,train
train:249:cc6f6ba2a431c67f3fd6798e98b27184,2,vehicle_passage,0,2500,train
train:250:7a8facc81c9d1f3838cca334a12a6d8b,0,noise_background,0,2500,train
train:251:55b3c161c481dd6d4915a19fd3cceb89,0,noise_background,0,2500,train
train:252:3b2fb3b556a1de0933945d501542e127,0,noise_background,0,2500,train
train:253:be76e27ad68bbe7a30edd4ecb4263c9b,0,noise_background,0,2500,train
train:254:3ac2f2395cf74b747eeb888e613b4f51,0,noise_background,0,2500,train
train:255:47d6ee90c261cc25484ddd67c771609e,1,hammer_illegal_tapping,0,2500,train
train:256:3f9e86514a41d529a4ed32f7e3cfcf7e,1,hammer_illegal_tapping,0,2500,train
train:257:41cb38163cdb4912527fcb19f47080de,1,hammer_illegal_tapping,0,2500,train
train:258:eebc924e402e0303a0e374ef76574ec0,1,hammer_illegal_tapping,0,2500,train
train:259:ec4b5a46803d983b81963d667b299a94,1,hammer_illegal_tapping,0,2500,train
train:260:45954ce29201405847976789b19b5ef0,0,noise_background,0,2500,train
train:261:9ff89eec32fa8f40534d646417afe476,1,hammer_illegal_tapping,0,2500,train
train:262:f638eeebd678ba4b3bc1136fc57ef657,1,hammer_illegal_tapping,0,2500,train
train:263:4555fea8691b654905b7378cf684f3b0,1,hammer_illegal_tapping,0,2500,train
train:264:d7cb524d705f7a584426a187bfbfa28c,1,hammer_illegal_tapping,0,2500,train
train:265:11d1ac7066c58de18e2ceb11612c6a5b,0,noise_background,0,2500,train
train:266:0e67a57568b572dcde32292db2e54b60,1,hammer_illegal_tapping,0,2500,train
train:267:ded29a17d24693c13a27da844e51bec6,1,hammer_illegal_tapping,0,2500,train
train:268:1575bbf43fb052c2cbbc5abbe5b79248,1,hammer_illegal_tapping,0,2500,train
train:269:4bc02120bd5018d0aaf9232fd850f382,1,hammer_illegal_tapping,0,2500,train
train:270:8c8070008ae93b34df60d805c48882a9,1,hammer_illegal_tapping,0,2500,train
train:271:99d5aabe127f8ce0270adf8e7eafe623,0,noise_background,0,2500,train
train:272:7b73ecc0392de7b84e21134374efb8c4,1,hammer_illegal_tapping,0,2500,train
train:273:044cfa6ed152a87a8386e65ed2ffe59a,0,noise_background,0,2500,train
train:274:6cf1d69ef1468029993a402c62c9ce21,1,hammer_illegal_tapping,0,2500,train
train:275:449735b294a126d9540cfca96dac2108,0,noise_background,0,2500,train
train:276:c0d794fe689d80055e477c3871525908,0,noise_background,0,2500,train
train:277:a2a52658accce6f9298b48e42a90762e,1,hammer_illegal_tapping,0,2500,train
train:278:a431f658e8bfe94deba760cd963f5e3c,0,noise_background,0,2500,train
train:279:1cd73ad236d4fc92696513786f556ba3,1,hammer_illegal_tapping,0,2500,train
train:280:36fe13b87ea9b83991a80c255709457b,0,noise_background,0,2500,train
train:281:3f5349a38315be40acd6a373ff5757a1,0,noise_background,0,2500,train
train:282:a50f652887712ea99c4705ec838304e4,1,hammer_illegal_tapping,0,2500,train
train:283:afc4817d9e1365d771b58437e934420c,0,noise_background,0,2500,train
train:284:faec3a3b22b001903d8063dc149a9d88,0,noise_background,0,2500,train
train:285:39b269ce6b3495100f1e09055eecf8a8,1,hammer_illegal_tapping,0,2500,train
train:286:ab8ca4e3193975ae518be48c9258c7c7,1,hammer_illegal_tapping,0,2500,train
train:287:e28b0b5e8a1c13e839d328b99b59379c,1,hammer_illegal_tapping,0,2500,train
train:288:c357309a0d23d80b839acc154b38a9bb,1,hammer_illegal_tapping,0,2500,train
train:289:8f55212e936e378d18651cbc4d09e520,2,vehicle_passage,0,2500,train
train:290:bb3c31ee05b313a9e25fab2dd3640c66,0,noise_background,0,2500,train
train:291:93e06a59253b0f67344645077969627f,1,hammer_illegal_tapping,0,2500,train
train:292:055a7d3a98a11f057dd42d782e6ffcdc,1,hammer_illegal_tapping,0,2500,train
train:293:9639c50bf9122e7544272a7bab162a8b,1,hammer_illegal_tapping,0,2500,train
train:294:2ce212c8ea846a6bc87d982eb6a36d88,0,noise_background,0,2500,train
train:295:40af104a67d7278dbabd6357f50cf0ab,0,noise_background,0,2500,train
train:296:f8b6ef74eb2c34bbb0f8617dadc3406b,1,hammer_illegal_tapping,0,2500,train
train:297:d75f26965c77eca402e22d00672766f7,0,noise_background,0,2500,train
train:298:acb0e968681d04771c1930da1762936d,1,hammer_illegal_tapping,0,2500,train
train:299:55e86de9c36eeaa5d67fb7913dd5a10c,0,noise_background,0,2500,train
train:300:e37139f4884bbb7cd1b34a0447682f46,1,hammer_illegal_tapping,0,2500,train
train:301:c68220efb3aa5182be3696e749c6eaa8,0,noise_background,0,2500,train
train:302:2e35f45142c84ea85ed23e03dca85f5a,1,hammer_illegal_tapping,0,2500,train
train:303:3f649da562e0c390af5dcafac3b3d9e2,1,hammer_illegal_tapping,0,2500,train
train:304:9e8db833dd5d9bcbb84a3da776ab1a82,0,noise_background,0,2500,train
train:305:e2ce0ff05c2fab31e1ffd30ede8fe353,0,noise_background,0,2500,train
train:306:f0c49bf648d4559799937c38a94f9019,0,noise_background,0,2500,train
train:307:dd308fb6247586ddfaaefff05e18b753,1,hammer_illegal_tapping,0,2500,train
train:308:b2e929ee757c78e1431cb7f8d436cb23,2,vehicle_passage,0,2500,train
train:309:b357f6d9d39e76c40682890b06c3fb45,1,hammer_illegal_tapping,0,2500,train
train:310:b43bf718535282ca32311316402567da,1,hammer_illegal_tapping,0,2500,train
train:311:0b1e1137f6c39b850dcb21284c809327,0,noise_background,0,2500,train
train:312:58d8b793daefb1a8bce933b93f7a9861,1,hammer_illegal_tapping,0,2500,train
train:313:0ff4dbd852d8e84fdc5d944cc4516ccb,1,hammer_illegal_tapping,0,2500,train
train:314:4a17d0f1d51b613758b028e811a76405,1,hammer_illegal_tapping,0,2500,train
train:315:b2ed218efe9aa1ce053481a4fe16ecc4,0,noise_background,0,2500,train
train:316:9a2bea8b2c85fe5440343d698bf5b75a,0,noise_background,0,2500,train
train:317:c78fd0ee2308eef0b236fbde4a4d5518,1,hammer_illegal_tapping,0,2500,train
train:318:7d213baa71cf2ee5111a00367701c702,1,hammer_illegal_tapping,0,2500,train
